Rowid,Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
,2016,AL,Alabama,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,64.4,64.4,,,61.6,67.1,1242,815378,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,TESTEVER,,1,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2016,AR,Arkansas,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Prevalence,37.2,37.2,,,33,41.6,409,91311,Disability Status,No Disability,Age Group,65+,PREVENT,DENTIST,,5,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE03
,2016,DE,Delaware,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,20.5,20.5,,,17.7,23.7,274,54602,Disability Status,No Disability,Sex,Female,MHLTH,MHDAYS,,10,DAYS02,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2016,AL,Alabama,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,29.6,29.6,,,21.7,39,114,55817,Disability Type,Hearing Disability,,,MHLTH,MHDAYS,,1,DAYS02,AGEADJPREV,DISTYPE,HEARDIS,,
,2016,DE,Delaware,BRFSS,Prevention & Screenings,Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Yes,%,Prevalence,71.8,71.8,,,66.8,76.2,445,68480,Disability Status,No Disability,Sex,Male,PREVENT,UTDCRC,,10,YESNO01,PREV,DISSTAT,NODIS,SEX,GENM
,2016,CA,California,BRFSS,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,1-6 Hours,%,Age-adjusted Prevalence,46.6,46.6,,,42,51.3,497,1081824,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",GENHLTH,SLEEPHRS,,6,SLEEPHRS01,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2016,DE,Delaware,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,98.8,98.8,,,98,99.3,1235,257840,Disability Status,No Disability,Sex,Male,CHRCOND,STROKE,,10,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2016,CA,California,BRFSS,Demographics,Income level among adults 18 years of age or older,"$50,000+",%,Age-adjusted Prevalence,27.3,27.3,,,22.1,33.1,331,828128,Disability Type,Mobility Disability,,,DEMOG,INCOMEN,,6,INCOME05,AGEADJPREV,DISTYPE,MOBDIS,,
,2016,DE,Delaware,BRFSS,Chronic Conditions,Ever had diabetes among adults 18 years of age or older,Yes,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Age Group,18-44,CHRCOND,DIAB,,10,YESNO01,PREV,DISSTAT,DISABL,AGEGRP,AGE01
,2016,AL,Alabama,BRFSS,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,No,%,Age-adjusted Prevalence,43.1,43.1,,,28.7,58.8,51,17788,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",MHLTH,DEPRESS,,1,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,MRC
,2016,AZ,Arizona,BRFSS,Health Risks & Behaviors,Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Yes,%,Age-adjusted Prevalence,62.8,62.8,,,38.1,82.3,35,23289,Disability Type,Vision Disability,,,HLTHRB,QUITSMK,,4,YESNO01,AGEADJPREV,DISTYPE,VISDIS,,
,2016,CO,Colorado,BRFSS,Chronic Conditions,Ever had diabetes among adults 18 years of age or older,Yes,%,Prevalence,1.3,1.3,,,1,1.8,55,21823,Disability Status,No Disability,Age Group,18-44,CHRCOND,DIAB,,8,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE01
,2016,CO,Colorado,BRFSS,Chronic Conditions,Ever had arthritis among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,60.3,60.3,,,54.2,66.2,1182,230098,Disability Type,Mobility Disability,,,CHRCOND,ARTHRITIS,,8,YESNO01,AGEADJPREV,DISTYPE,MOBDIS,,
,2016,AK,Alaska,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,39.6,39.6,,,36.1,43.2,597,114282,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,PHYSICAL,,2,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2016,AL,Alabama,BRFSS,Chronic Conditions,Ever had arthritis among adults 18 years of age or older,No,%,Age-adjusted Prevalence,48,48,,,43.8,52.3,351,229684,Disability Type,Cognitive Disability,,,CHRCOND,ARTHRITIS,,1,YESNO02,AGEADJPREV,DISTYPE,COGDIS,,
,2016,DE,Delaware,BRFSS,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,No,%,Age-adjusted Prevalence,83.4,83.4,,,78.4,87.4,1007,155484,Disability Status,Any Disability,,,HLTHRB,BINGE,,10,YESNO02,AGEADJPREV,DISSTAT,DISABL,,
,2016,AZ,Arizona,BRFSS,Demographics,Income level among adults 18 years of age or older,"$15,000 to <$25,000",%,Age-adjusted Prevalence,19.6,19.6,,,13.6,27.3,202,73899,Disability Type,Hearing Disability,,,DEMOG,INCOMEN,,4,INCOME02,AGEADJPREV,DISTYPE,HEARDIS,,
,2016,AL,Alabama,BRFSS,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,No,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Age Group,65+,BARRIER,INSURE,,1,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE03
,2016,DE,Delaware,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,14+ Days,%,Prevalence,7.5,7.5,,,5.4,10.3,64,19542,Disability Status,No Disability,Age Group,18-44,MHLTH,MHDAYS,,10,DAYS03,PREV,DISSTAT,NODIS,AGEGRP,AGE01
,2016,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,17.7,17.7,,,15.9,19.6,1116,358247,Disability Type,Mobility Disability,,,DISEST,VETIND,,5,VET2,AGEADJPREV,DISTYPE,MOBDIS,,
,2016,DE,Delaware,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Age-adjusted Prevalence,33.1,33.1,,,28,38.7,363,57687,Disability Status,Any Disability,,,HLTHRB,BMI,,10,BMI03,AGEADJPREV,DISSTAT,DISABL,,
,2016,AR,Arkansas,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,23.1,23.1,,,20.2,26.2,315,327807,Disability Status,No Disability,,,DEMOG,MARRIED,,5,MARRIED04,AGEADJPREV,DISSTAT,NODIS,,
,2016,DE,Delaware,BRFSS,Chronic Conditions,Ever had diabetes among adults 18 years of age or older,No,%,Prevalence,93.9,93.9,,,87.6,97.1,181,47085,Disability Status,Any Disability,Age Group,18-44,CHRCOND,DIAB,,10,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE01
,2016,AK,Alaska,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,95.2,95.2,,,92.1,97.2,999,222380,Disability Status,No Disability,Sex,Male,CHRCOND,ASTHMA,,2,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2016,DE,Delaware,BRFSS,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,10+ Hours,%,Age-adjusted Prevalence,6.1,6.1,,,4,9.1,54,6406,Disability Status,Any Disability,Sex,Female,GENHLTH,SLEEPHRS,,10,SLEEPHRS03,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2016,AK,Alaska,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Prevalence,43.2,43.2,,,35.1,51.8,116,15314,Disability Status,Any Disability,Age Group,45-64,MHLTH,MHDAYS,,2,DAYS01,PREV,DISSTAT,DISABL,AGEGRP,AGE02
,2016,AL,Alabama,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,18.7,18.7,,,16.3,21.4,273,221010,Disability Status,No Disability,Sex,Male,MHLTH,MHDAYS,,1,DAYS02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2016,CO,Colorado,BRFSS,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,37.9,37.9,,,31.4,44.9,234,47128,Disability Type,Vision Disability,,,PREVENT,FLUVAC,,8,YESNO01,AGEADJPREV,DISTYPE,VISDIS,,
,2016,CT,Connecticut,BRFSS,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,No,%,Prevalence,55.7,55.7,,,51.5,59.9,484,120014,Disability Status,Any Disability,Age Group,45-64,PREVENT,FLUVAC,,9,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE02
,2016,CT,Connecticut,BRFSS,Prevention & Screenings,Up-to-date colorectal cancer screening among adults 50 to 75 years of age,No,%,Prevalence,25.8,25.8,,,23.2,28.5,401,99630,Disability Status,No Disability,Sex,Male,PREVENT,UTDCRC,,9,YESNO02,PREV,DISSTAT,NODIS,SEX,GENM
,2016,AL,Alabama,BRFSS,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,7-9 Hours,%,Age-adjusted Prevalence,63.3,63.3,,,60.2,66.2,1130,741670,Disability Status,No Disability,Sex,Male,GENHLTH,SLEEPHRS,,1,SLEEPHRS02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2016,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,21.2,21.2,,,18.1,24.6,371,53809,Disability Status,Any Disability,,,DISEST,SEXIND,,2,SEX02,AGEADJPREV,DISSTAT,DISABL,,
,2016,AK,Alaska,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,44.1,44.1,,,35.1,53.4,174,30289,Disability Status,Any Disability,,,HLTHRB,TESTEVER,,2,YESNO02,AGEADJPREV,DISSTAT,DISABL,,
,2016,CA,California,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Normal Weight,%,Age-adjusted Prevalence,42.2,42.2,,,40.2,44.3,1647,3509641,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,BMI,,6,BMI02,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2016,AZ,Arizona,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,94.4,94.4,,,92.8,95.7,2862,1749474,Disability Status,No Disability,Sex,Male,HLTHRB,ECIG,,4,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2016,AK,Alaska,BRFSS,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,56.7,56.7,,,46.5,66.3,115,23177,Disability Type,Cognitive Disability,,,PREVENT,DENTIST,,2,YESNO01,AGEADJPREV,DISTYPE,COGDIS,,
,2016,AZ,Arizona,BRFSS,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,No,%,Prevalence,17.1,17.1,,,14.5,20.2,192,333591,Disability Status,No Disability,Age Group,18-44,BARRIER,INSURE,,4,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE01
,2016,AZ,Arizona,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Obese,%,Age-adjusted Prevalence,22,22,,,20,24.1,1049,454122,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,BMI,,4,BMI04,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2016,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,80.1,80.1,,,78.8,81.4,5645,1561630,Disability Status,No Disability,,,DISEST,SEXIND,,8,SEX02,AGEADJPREV,DISSTAT,NODIS,,
,2016,AK,Alaska,BRFSS,Demographics,Education level among adults 18 years of age or older,High School Graduate,%,Age-adjusted Prevalence,58.6,58.6,,,41.9,73.6,89,11821,Disability Type,Vision Disability,,,DEMOG,EDUCATE,,2,EDUCATE02,AGEADJPREV,DISTYPE,VISDIS,,
,2016,CO,Colorado,BRFSS,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,15.1,15.1,,,13.8,16.5,607,226792,Disability Status,No Disability,Sex,Female,HLTHRB,BINGE,,8,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2016,AL,Alabama,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Former Smoker,%,Prevalence,34.9,34.9,,,31.5,38.4,385,140287,Disability Status,No Disability,Age Group,65+,HLTHRB,SMOKE,,1,SMOKE02,PREV,DISSTAT,NODIS,AGEGRP,AGE03
,2016,AZ,Arizona,BRFSS,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,19.5,19.5,,,16.5,23,736,272474,Disability Status,Any Disability,,,DEMOG,MARRIED,,4,MARRIED02,AGEADJPREV,DISSTAT,DISABL,,
,2016,AR,Arkansas,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Underweight,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Age Group,45-64,HLTHRB,BMI,,5,BMI01,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2016,AZ,Arizona,BRFSS,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,34.8,34.8,,,32.7,37,2385,787359,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,FLUVAC,,4,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2016,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,6.2,6.2,,,5.4,7.1,277,43222,Disability Type,Cognitive Disability,,,DISEST,AGEIND,,8,AGE03,PREV,DISTYPE,COGDIS,,
,2016,CT,Connecticut,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,93.6,93.6,,,91.3,95.3,1399,300047,Disability Status,Any Disability,Sex,Female,CHRCOND,STROKE,,9,YESNO02,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2016,AK,Alaska,BRFSS,General Health Conditions,Fair or poor self-rated health among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,37.6,37.6,,,31,44.7,309,41190,Disability Status,Any Disability,,,GENHLTH,HEALTH,,2,YESNO01,AGEADJPREV,DISSTAT,DISABL,,
,2016,CT,Connecticut,BRFSS,General Health Conditions,Fallen in the past 12 months among adults 45 years of age or older,No,%,Age-adjusted Prevalence,68.4,68.4,,,53.2,80.4,51,10069,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",GENHLTH,FALL12M,,9,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,MRC
,2016,AL,Alabama,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Prevalence,83.4,83.4,,,80.5,86,845,391914,Disability Status,Any Disability,Age Group,45-64,CHRCOND,ASTHMA,,1,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE02
,2016,AK,Alaska,BRFSS,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,7-9 Hours,%,Age-adjusted Prevalence,52.5,52.5,,,44.4,60.5,329,52643,Disability Status,Any Disability,,,GENHLTH,SLEEPHRS,,2,SLEEPHRS02,AGEADJPREV,DISSTAT,DISABL,,
,2016,CO,Colorado,BRFSS,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,No,%,Age-adjusted Prevalence,77.2,77.2,,,72.9,81,1058,264184,Disability Status,Any Disability,Sex,Male,HLTHRB,BINGE,,8,YESNO02,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
,2016,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,,2,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
,2016,AK,Alaska,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,45.8,45.8,,,36,56,118,19094,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,PHYSICAL,,2,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2016,AZ,Arizona,BRFSS,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,15.7,15.7,,,10.8,22.2,124,53172,Disability Type,Hearing Disability,,,DEMOG,JOB,,4,JOB03,AGEADJPREV,DISTYPE,HEARDIS,,
,2016,DE,Delaware,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,19.8,19.8,,,12.7,29.4,74,13990,Disability Status,Any Disability,Sex,Male,MHLTH,MHDAYS,,10,DAYS02,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
,2016,AR,Arkansas,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,93.7,93.7,,,90.3,96,1230,376880,Disability Status,Any Disability,Sex,Female,HLTHRB,ECIG,,5,YESNO02,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2016,AK,Alaska,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,80.7,80.7,,,70.8,87.9,360,46227,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",CHRCOND,ASTHMA,,2,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2016,AL,Alabama,BRFSS,General Health Conditions,Ever had heart disease among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,15.5,15.5,,,11.9,19.9,145,62822,Disability Type,Hearing Disability,,,GENHLTH,HEART,,1,YESNO01,AGEADJPREV,DISTYPE,HEARDIS,,
,2016,CA,California,BRFSS,General Health Conditions,Ever had heart disease among adults 18 years of age or older,No,%,Age-adjusted Prevalence,97.6,97.6,,,95.9,98.6,1057,3929731,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",GENHLTH,HEART,,6,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
,2016,AZ,Arizona,BRFSS,Demographics,Marital status among adults 18 years of age or older,Married / Unmarried Couple,%,Age-adjusted Prevalence,45.5,45.5,,,37.9,53.4,311,148876,Disability Type,Independent Living Disability,,,DEMOG,MARRIED,,4,MARRIED01,AGEADJPREV,DISTYPE,INDDIS,,
,2016,CO,Colorado,BRFSS,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,No,%,Age-adjusted Prevalence,90,90,,,87.9,91.7,1154,507159,Disability Status,No Disability,Race/Ethnicity,Hispanic,MHLTH,DEPRESS,,8,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
,2016,AK,Alaska,BRFSS,Health Risks & Behaviors,Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,No,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",HLTHRB,QUITSMK,,2,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,MRC
,2016,AZ,Arizona,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,94.9,94.9,,,93.2,96.2,525,212992,Disability Type,Vision Disability,,,CHRCOND,STROKE,,4,YESNO02,AGEADJPREV,DISTYPE,VISDIS,,
,2016,CA,California,BRFSS,Demographics,Education level among adults 18 years of age or older,Some High School or Less,%,Age-adjusted Prevalence,27.3,27.3,,,23.6,31.3,231,766292,Disability Type,Cognitive Disability,,,DEMOG,EDUCATE,,6,EDUCATE01,AGEADJPREV,DISTYPE,COGDIS,,
,2016,DE,Delaware,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,61.1,61.1,,,56.9,65,590,99523,Disability Status,No Disability,Age Group,45-64,HLTHRB,TESTEVER,,10,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2016,CO,Colorado,BRFSS,Demographics,Education level among adults 18 years of age or older,High School Graduate,%,Age-adjusted Prevalence,66.5,66.5,,,57.5,74.5,268,66725,Disability Type,Self-care Disability,,,DEMOG,EDUCATE,,8,EDUCATE02,AGEADJPREV,DISTYPE,SELFDIS,,
,2016,CA,California,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,92.1,92.1,,,91,93.1,3686,9930256,Disability Status,No Disability,Sex,Female,CHRCOND,ASTHMA,,6,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2016,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,8.1,8.1,,,6.8,9.6,512,160868,Disability Type,Hearing Disability,,,DISEST,RACEIND,,5,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
,2016,CT,Connecticut,BRFSS,General Health Conditions,Fallen in the past 12 months among adults 45 years of age or older,Yes,%,Age-adjusted Prevalence,17.5,17.5,,,13.2,22.8,63,12894,Disability Status,No Disability,Race/Ethnicity,Hispanic,GENHLTH,FALL12M,,9,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
,2016,CA,California,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Prevalence,10,10,,,8.6,11.5,276,670331,Disability Status,No Disability,Age Group,45-64,HLTHRB,SMOKE,,6,SMOKE01,PREV,DISSTAT,NODIS,AGEGRP,AGE02
